Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-06-05 00:00:00+05:30,1415.7734397380668,1442.244785474372,1411.4110884077945,1430.0501708984375,13716817,0.0,0.0
2025-06-06 00:00:00+05:30,1428.6620302216834,1439.0721282906131,1424.6962785763767,1431.140625,8182161,0.0,0.0
2025-06-09 00:00:00+05:30,1444.5251287223314,1445.0208477095387,1432.9253528317358,1436.3953857421875,7885125,0.0,0.0
2025-06-10 00:00:00+05:30,1437.5850079496329,1441.4516401070769,1423.704876838395,1426.1834716796875,7913181,0.0,0.0
2025-06-11 00:00:00+05:30,1433.4210733170682,1456.0257865422643,1430.7441181682645,1436.4945068359375,8195700,0.0,0.0
2025-06-12 00:00:00+05:30,1441.055094094315,1444.5251270006308,1422.1186530105915,1429.2569580078125,8828114,0.0,0.0
2025-06-13 00:00:00+05:30,1411.8076840776937,1423.2092208521976,1402.1907840779525,1415.67431640625,9757276,0.0,0.0
2025-06-16 00:00:00+05:30,1414.6828043278585,1430.050092219024,1412.204209506703,1425.489501953125,8458093,0.0,0.0
2025-06-17 00:00:00+05:30,1435.602128554236,1435.602128554236,1413.5922548276174,1418.9459228515625,10366599,0.0,0.0
2025-06-18 00:00:00+05:30,1417.7563491543892,1430.4468040463896,1413.4931173168031,1417.85546875,6681735,0.0,0.0
2025-06-19 00:00:00+05:30,1417.8554020854735,1427.5715425014369,1413.4930508573852,1421.028076171875,10007230,0.0,0.0
2025-06-20 00:00:00+05:30,1418.7477927518771,1458.4053131642288,1415.8725983169522,1453.6463623046875,29010635,0.0,0.0
2025-06-23 00:00:00+05:30,1440.5593915455418,1451.266970188698,1429.6535737155343,1444.326904296875,5989078,0.0,0.0
2025-06-24 00:00:00+05:30,1452.4565437947847,1462.3709229333156,1430.7440292763747,1438.378173828125,16402744,0.0,0.0
2025-06-25 00:00:00+05:30,1451.4652666586912,1459.7933702625824,1447.9952335758323,1454.737060546875,7525851,0.0,0.0
2025-06-26 00:00:00+05:30,1456.5214458748073,1485.9672251547677,1452.55569413543,1482.4971923828125,14657893,0.0,0.0
2025-06-27 00:00:00+05:30,1486.5620421012081,1508.9685148979506,1484.0834473001275,1502.425048828125,11117052,0.0,0.0
2025-06-30 00:00:00+05:30,1500.838885203447,1511.7447031481738,1483.191240482831,1487.7518310546875,8409527,0.0,0.0
2025-07-01 00:00:00+05:30,1487.7518183386467,1518.2881567329412,1487.256099345396,1515.3138427734375,10368523,0.0,0.0
2025-07-02 00:00:00+05:30,1515.3139235508756,1516.9002002088087,1495.7825215605471,1505.796142578125,6361002,0.0,0.0
2025-07-03 00:00:00+05:30,1507.7788792727886,1518.783816287235,1500.0456148706696,1504.8045654296875,11283291,0.0,0.0
2025-07-04 00:00:00+05:30,1510.9515946827762,1516.900223008299,1504.2097675037892,1514.223388671875,6603501,0.0,0.0
2025-07-07 00:00:00+05:30,1513.5291857359532,1531.5734294639212,1511.9429091838053,1528.3016357421875,7251074,0.0,0.0
2025-07-08 00:00:00+05:30,1522.8487819842126,1531.6726044702705,1517.0983931213486,1524.43505859375,7171261,0.0,0.0
2025-07-09 00:00:00+05:30,1523.5426661942138,1537.7202774459709,1497.1704406377573,1505.9942626953125,8870660,0.0,0.0
2025-07-10 00:00:00+05:30,1506.688311848956,1511.6455019531181,1494.5928164048603,1504.209716796875,10047129,0.0,0.0
2025-07-11 00:00:00+05:30,1499.0542783474266,1502.0285923917668,1477.540121836759,1482.3980712890625,7234991,0.0,0.0
2025-07-14 00:00:00+05:30,1479.4236826617216,1487.1569471972039,1466.4358695278945,1470.9964599609375,10311846,0.0,0.0
2025-07-15 00:00:00+05:30,1473.4750846086956,1483.6869442622558,1469.7076928815193,1472.6820068359375,8132454,0.0,0.0
2025-07-16 00:00:00+05:30,1460.388154594461,1478.234038357326,1458.9009976142222,1472.8802490234375,10409983,0.0,0.0
2025-07-17 00:00:00+05:30,1474.6648507992907,1476.845965908467,1461.2804382949055,1463.759033203125,11854613,0.0,0.0
2025-07-18 00:00:00+05:30,1472.0871292027396,1472.0871292027396,1456.521480639079,1463.3624267578125,10296318,0.0,0.0
2025-07-21 00:00:00+05:30,1452.4566531183941,1463.362470991638,1410.9153771961905,1416.3682861328125,22442744,0.0,0.0
2025-07-22 00:00:00+05:30,1415.178583447059,1419.640054314783,1398.6214967228645,1400.70361328125,20396320,0.0,0.0
2025-07-23 00:00:00+05:30,1413.7905031420296,1413.7905031420296,1402.2898472373465,1412.4024658203125,8354596,0.0,0.0
2025-07-24 00:00:00+05:30,1407.0486714179167,1410.8161839876018,1384.0473596954969,1390.8883056640625,14740507,0.0,0.0
2025-07-25 00:00:00+05:30,1386.9226057137396,1389.0046012536307,1372.2492752918665,1379.7841796875,11854722,0.0,0.0
2025-07-28 00:00:00+05:30,1380.379191620021,1395.746480796028,1373.1416457270684,1375.7193603515625,7748361,0.0,0.0
2025-07-29 00:00:00+05:30,1371.1587845273314,1408.0402305383973,1371.1587845273314,1404.966796875,10750072,0.0,0.0
2025-07-30 00:00:00+05:30,1405.9582375902166,1411.1137879299629,1389.3021514025702,1398.0267333984375,7209849,0.0,0.0
2025-07-31 00:00:00+05:30,1376.215001569177,1390.5908519212596,1370.365493427784,1378.2969970703125,17065827,0.0,0.0
2025-08-01 00:00:00+05:30,1375.025384070285,1393.8627060383,1372.4476694796913,1381.76708984375,10321171,0.0,0.0
2025-08-04 00:00:00+05:30,1383.155066191865,1403.975263237478,1379.7841529413568,1399.4146728515625,6312820,0.0,0.0
2025-08-05 00:00:00+05:30,1398.918980991344,1398.918980991344,1376.2150271869518,1379.7841796875,9315972,0.0,0.0
2025-08-06 00:00:00+05:30,1379.9825595355662,1383.9483114870873,1371.456217044825,1380.8748779296875,5834312,0.0,0.0
2025-08-07 00:00:00+05:30,1375.818389126872,1381.7670168023217,1354.3042341107182,1377.50390625,9976705,0.0,0.0
2025-08-08 00:00:00+05:30,1373.1415514013454,1385.2370458989403,1353.312792536344,1356.0888671875,8793606,0.0,0.0
2025-08-11 00:00:00+05:30,1358.2700517359046,1376.1159356273254,1349.5453489789295,1374.331298828125,9997486,0.0,0.0
2025-08-12 00:00:00+05:30,1370.0682117041065,1389.8969719255274,1363.4255044148417,1368.5810546875,12244664,0.0,0.0
2025-08-13 00:00:00+05:30,1376.115874093997,1379.8833867126677,1365.7057756228248,1370.7620849609375,7457021,0.0,0.0
2025-08-14 00:00:00+05:30,1370.961308962897,1374.3455639562076,1363.794372575189,1367.4774169921875,7126128,5.5,0.0
2025-08-18 00:00:00+05:30,1383.602791829514,1388.4802648218374,1370.6626218339861,1375.3409423828125,11785109,0.0,0.0
2025-08-19 00:00:00+05:30,1383.6027633741608,1414.460091190419,1382.7068811681168,1413.564208984375,14384719,0.0,0.0
2025-08-20 00:00:00+05:30,1406.4969482421875,1418.342205158243,1403.510755146132,1406.4969482421875,8725641,0.0,0.0
2025-08-21 00:00:00+05:30,1418.4417067156319,1425.3099750709036,1413.7633861810953,1418.24267578125,11021323,0.0,0.0
2025-08-22 00:00:00+05:30,1413.464698965694,1416.84907536351,1401.4204113959267,1402.71435546875,5818868,0.0,0.0
2025-08-25 00:00:00+05:30,1408.1890657335161,1412.9670232567023,1399.230486508923,1406.0987548828125,5979407,0.0,0.0
2025-08-26 00:00:00+05:30,1401.519906786198,1403.5107021083375,1375.241384232256,1378.5262451171875,12145259,0.0,0.0
2025-08-28 00:00:00+05:30,1383.50331940736,1385.7926612650012,1360.2109883890075,1379.521728515625,13161813,0.0,0.0
2025-08-29 00:00:00+05:30,1374.7437651325777,1397.0406983353935,1343.7869203796088,1350.9537353515625,18758842,0.0,0.0
2025-09-01 00:00:00+05:30,1349.759256141992,1356.9260708455383,1334.430107544873,1347.6689453125,11232238,0.0,0.0
2025-09-02 00:00:00+05:30,1348.5648331807902,1378.128095842481,1348.2661652716795,1360.2109375,11517006,0.0,0.0
2025-09-03 00:00:00+05:30,1363.3961593284287,1370.1649121838109,1354.2385492379765,1366.2828369140625,7847563,0.0,0.0
2025-09-04 00:00:00+05:30,1365.4865379446771,1367.6763641601647,1350.8541196588233,1353.0440673828125,13223177,0.0,0.0
2025-09-05 00:00:00+05:30,1356.7271022727273,1374.6442613636364,1353.0441792852228,1368.671875,5777575,0.0,0.0
2025-09-08 00:00:00+05:30,1373.6488583038629,1379.6212446443146,1366.0838599076599,1372.15576171875,6986720,0.0,0.0
2025-09-09 00:00:00+05:30,1370.2643943031567,1374.843199236951,1362.4007284883235,1369.8662109375,9754452,0.0,0.0
2025-09-10 00:00:00+05:30,1377.5308659113482,1382.1096709119122,1367.7759200987732,1370.66259765625,7790815,0.0,0.0
2025-09-11 00:00:00+05:30,1369.6672638548873,1379.1235422027225,1368.6718661340626,1376.9337158203125,9766072,0.0,0.0
2025-09-12 00:00:00+05:30,1376.9337291414593,1389.873899637371,1374.146566892781,1388.579833984375,7403368,0.0,0.0
2025-09-15 00:00:00+05:30,1386.5889315301856,1394.3530818320328,1382.2091575524387,1392.8599853515625,5396697,0.0,0.0
2025-09-16 00:00:00+05:30,1398.2350616507645,1401.5199225726963,1391.7649767809332,1398.8323974609375,8686961,0.0,0.0
2025-09-17 00:00:00+05:30,1400.5245819104894,1409.6821922648512,1400.4250664409112,1407.2933349609375,7519417,0.0,0.0
2025-09-18 00:00:00+05:30,1413.8628424954393,1415.4554544293837,1404.2074124117412,1408.4876708984375,9332642,0.0,0.0
2025-09-19 00:00:00+05:30,1408.3882121473878,1410.4785229891424,1397.1401696768169,1400.9227294921875,13461373,0.0,0.0
2025-09-22 00:00:00+05:30,1397.4387885526373,1404.2074196840813,1381.6119415772491,1384.199951171875,7757970,0.0,0.0
2025-09-23 00:00:00+05:30,1384.5982372618869,1388.5798281670254,1370.4636381520502,1383.40380859375,14014702,0.0,0.0
2025-09-24 00:00:00+05:30,1378.9244730635044,1389.5751797778832,1374.0470000648747,1376.635009765625,5922759,0.0,0.0
2025-09-25 00:00:00+05:30,1374.942926360271,1378.128150477363,1362.6994857374575,1366.0838623046875,11411143,0.0,0.0
2025-09-26 00:00:00+05:30,1365.685684712474,1376.3363918134596,1359.7132983361805,1371.2598876953125,9879109,0.0,0.0
2025-09-29 00:00:00+05:30,1375.2413599514077,1382.6073268149732,1361.7039763015719,1366.48193359375,14231999,0.0,0.0
2025-09-30 00:00:00+05:30,1370.7620971908361,1370.7620971908361,1356.5279835173724,1357.722412109375,14604684,0.0,0.0
2025-10-01 00:00:00+05:30,1360.7086293823172,1372.255218175594,1356.4283707523282,1362.4007568359375,12045916,0.0,0.0
2025-10-03 00:00:00+05:30,1356.926091696157,1365.287456651113,1350.6551591113212,1357.125244140625,12842347,0.0,0.0
2025-10-06 00:00:00+05:30,1353.740909090909,1371.0608538471567,1352.7455113636363,1368.671875,12396580,0.0,0.0
2025-10-07 00:00:00+05:30,1369.667209612737,1389.47564777439,1369.5676941462978,1378.4267578125,11244040,0.0,0.0
2025-10-08 00:00:00+05:30,1378.426755451918,1382.6073771032557,1358.2201339506064,1361.1068115234375,8525081,0.0,0.0
2025-10-09 00:00:00+05:30,1367.676424553763,1373.6488106871855,1362.7989515764332,1371.458984375,8826633,0.0,0.0
2025-10-10 00:00:00+05:30,1371.45898859096,1381.6119964455866,1368.7713419175536,1375.3409423828125,6373084,0.0,0.0
2025-10-13 00:00:00+05:30,1370.5631549835205,1371.3594002602317,1361.505059967041,1368.671875,7600682,0.0,0.0
2025-10-14 00:00:00+05:30,1373.6488553790207,1381.612037149334,1363.7943936365562,1369.5677490234375,9768174,0.0,0.0
2025-10-15 00:00:00+05:30,1376.6350089791804,1377.6304066718624,1366.382364141153,1367.97509765625,10882743,0.0,0.0
2025-10-16 00:00:00+05:30,1368.7713249510273,1394.0544503152107,1368.671809484766,1391.8646240234375,12315932,0.0,0.0
2025-10-17 00:00:00+05:30,1394.5522084059296,1416.7496262080865,1392.6609284325848,1410.279541015625,19335561,0.0,0.0
2025-10-20 00:00:00+05:30,1433.3726108781723,1467.0170999313523,1426.7034952504036,1460.04931640625,24721978,0.0,0.0
2025-10-21 00:00:00+05:30,1461.2438272093502,1467.2162134241023,1453.2806455896807,1458.4566650390625,2066169,0.0,0.0
2025-10-23 00:00:00+05:30,1468.2115624957596,1476.0752283864208,1437.9514490416038,1441.7340087890625,18707090,0.0,0.0
2025-10-24 00:00:00+05:30,1443.3266994671071,1453.0816457634617,1434.3681199531734,1444.9193115234375,9700837,0.0,0.0
